loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,annual_inc,issue_d,loan_status,monthly_income,emp_industry,age
3500, 36 months,17.47,125.61,D,D1,GL accountant,5 years,49400,Jun-18,FALSE,4116.666666666667,other,29
20000, 60 months,20.39,534.23,D,D4,Unit clerk,2 years,10000,May-18,FALSE,833.3333333333334,other,19
5800, 36 months,14.52,199.7,C,C3,Manager technician ,3 years,41600,Jun-18,FALSE,3466.6666666666665,other,27
20000, 36 months,12.62,670.23,C,C1,head custodian,6 years,50552.56,Feb-18,FALSE,4212.713333333333,other,32
7775, 36 months,20,288.95,D,D4,Carpenter,7 years,20945,Jan-18,FALSE,1745.4166666666667,other,22
20000, 36 months,12.62,670.23,C,C1,Overnight Supervisor,10+ years,60000,Feb-18,FALSE,5000,other,57
36000, 60 months,12.62,812.13,C,C1,Septic Filling Operator,9 years,62000,Feb-18,TRUE,5166.666666666667,other,41
25000, 60 months,16.14,609.82,C,C4,RN,10+ years,80000,Nov-18,FALSE,6666.666666666667,other,36
9000, 36 months,14.47,309.66,C,C2,Owner,10+ years,69032,Aug-18,FALSE,5752.666666666667,other,37
10000, 36 months,12.73,335.65,B,B5,Shipping clerk ,4 years,50000,Aug-18,FALSE,4166.666666666667,other,32
2400, 36 months,11.55,79.2,B,B4,CVS Caremark,< 1 year,44000,Nov-18,FALSE,3666.6666666666665,other,28
9000, 36 months,10.41,292.15,B,B3,Nurse,< 1 year,90000,Apr-18,FALSE,7500,other,60
15000, 36 months,6.71,461.18,A,A3,Teacher,4 years,48000,May-18,FALSE,4000,other,30
35000, 36 months,16.14,1232.92,C,C4,Sales agent ,10+ years,84000,Jul-18,FALSE,7000,other,34
3500, 36 months,14.47,120.43,C,C2,other,,8500,Jul-18,TRUE,708.3333333333334,other,18
14000, 36 months,8.46,441.69,A,A5,Asst finance director,3 years,230000,Oct-18,FALSE,19166.666666666668,other,51
17000, 60 months,9.43,356.46,B,B1,packaging supervisor,3 years,62000,Apr-18,TRUE,5166.666666666667,other,56
10000, 36 months,20.89,376.19,D,D4,Customer Service Manager ,10+ years,25000,Aug-18,FALSE,2083.3333333333335,other,22
10000, 36 months,16.91,356.08,C,C5,Accountant,1 year,71000,Dec-18,FALSE,5916.666666666667,other,39
8400, 36 months,6.71,258.26,A,A3,Attorney,7 years,164000,Apr-18,FALSE,13666.666666666666,other,38
22450, 60 months,27.27,689.15,E,E5,Retail Sales Manager,10+ years,90000,Nov-18,FALSE,7500,other,41
30000, 36 months,19.42,1106.07,D,D3,Director of Radiation Safety,10+ years,110000,Jun-18,FALSE,9166.666666666666,other,54
12000, 36 months,9.43,384.01,B,B1,Office Manager,2 years,32000,Apr-18,FALSE,2666.6666666666665,other,24
6000, 36 months,6.71,184.47,A,A3,Sales,10+ years,55000,Mar-18,FALSE,4583.333333333333,other,49
36000, 60 months,14.52,847.4,C,C3,Project Coordinator,10+ years,98000,May-18,FALSE,8166.666666666667,other,56
3000, 36 months,18.94,109.88,D,D2,R.N.,6 years,130000,Oct-18,FALSE,10833.333333333334,other,51
16800, 60 months,27.27,515.71,E,E5,Therapist,6 years,32000,Oct-18,FALSE,2666.6666666666665,other,24
16000, 36 months,11.55,528,B,B4,Customer Service,6 years,50000,Oct-18,FALSE,4166.666666666667,other,34
40000, 60 months,15.04,952.44,C,C4,Sr Software Developer,10+ years,122000,May-18,TRUE,10166.666666666666,other,36
5600, 36 months,11.06,183.5,B,B3,other,< 1 year,40000,Aug-18,FALSE,3333.3333333333335,other,26
20000, 36 months,14.52,688.62,C,C3,Engineer,10+ years,75000,May-18,FALSE,6250,other,49
20000, 60 months,10.08,425.73,B,B1,Senior Purchasing Analyst,5 years,76000,Aug-18,FALSE,6333.333333333333,other,52
30000, 60 months,7.46,600.57,A,A4,Tech advisor,2 years,100000,Jun-18,FALSE,8333.333333333334,other,50
35050, 60 months,9.93,743.51,B,B2, Legal secretary ,10+ years,84000,Feb-18,FALSE,7000,other,50
25000, 36 months,25.34,998.5,E,E3,Senior Manager,3 years,230000,Oct-18,TRUE,19166.666666666668,other,35
8500, 36 months,16.14,299.43,C,C4,manager,10+ years,54000,Sep-18,FALSE,4500,other,33
8000, 36 months,7.34,248.27,A,A4,Hr generalist,4 years,62500,Mar-18,FALSE,5208.333333333333,other,41
26500, 36 months,15.04,919.16,C,C4,crane specialist,2 years,85000,Mar-18,FALSE,7083.333333333333,other,36
15000, 60 months,14.47,352.69,C,C2,Talent Acquisition Coordinator,10+ years,62400,Sep-18,FALSE,5200,other,35
12000, 60 months,13.56,276.49,C,C1,Manager,10+ years,72000,Oct-18,FALSE,6000,other,52
15000, 60 months,6.11,290.76,A,A1,Court Reporter,10+ years,58000,Sep-18,FALSE,4833.333333333333,other,55
20000, 36 months,11.05,655.25,B,B4,Logistics Lieutenant,10+ years,75000,May-18,FALSE,6250,other,53
25000, 60 months,16.14,609.82,C,C4,other,,75000,Nov-18,FALSE,6250,other,34
4000, 36 months,11.55,132,B,B4,other,,26500,Oct-18,FALSE,2208.3333333333335,other,23
12600, 36 months,11.06,412.87,B,B3,Payroll Manager,2 years,96000,Aug-18,FALSE,8000,other,48
2000, 36 months,7.34,62.07,A,A4,other,,17928,Apr-18,FALSE,1494,other,19
17000, 36 months,12.73,570.59,B,B5,Hardware,2 years,42000,Oct-18,FALSE,3500,other,27
20000, 36 months,6.19,610.17,A,A2,Accountant,2 years,67500,May-18,FALSE,5625,other,39
10000, 36 months,8.08,313.74,A,A5,Analyst,5 years,66468,Jun-18,FALSE,5539,other,43
5000, 36 months,12.62,167.56,C,C1,Leadman,10+ years,39000,Jan-18,TRUE,3250,other,25
17400, 60 months,17.47,436.85,D,D1,other,,14707,Apr-18,TRUE,1225.5833333333333,other,18
12000, 36 months,14.52,413.17,C,C3,Driver ,2 years,54000,Jun-18,FALSE,4500,other,32
1000, 36 months,6.67,30.73,A,A2,Nursing Assistant,10+ years,42000,Sep-18,FALSE,3500,other,25
20000, 36 months,14.47,688.13,C,C2,owner,3 years,240000,Jul-18,FALSE,20000,other,45
5000, 36 months,7.21,154.87,A,A3,Sr DBA,7 years,170000,Jul-18,FALSE,14166.666666666666,other,40
5000, 36 months,10.91,163.49,B,B4,Owner,10+ years,50000,Feb-18,FALSE,4166.666666666667,other,33
15000, 60 months,10.08,319.3,B,B1,Transportation ,4 years,120000,Sep-18,FALSE,10000,other,39
24000, 60 months,18.94,621.79,D,D2,Professor of English,10+ years,92000,Sep-18,FALSE,7666.666666666667,other,42
17600, 60 months,28.72,555.67,F,F1,Behavior Interventionist,< 1 year,30993,Feb-18,FALSE,2582.75,other,22
5000, 36 months,12.13,166.39,B,B5,Administrative Assistant,1 year,54000,Jul-18,FALSE,4500,other,32
15500, 36 months,6.11,472.32,A,A1,forklift driver ,< 1 year,48000,Sep-18,FALSE,4000,other,30
7000, 36 months,8.19,219.97,A,A4,Full Professor of Clinical Psych.,9 years,100000,Dec-18,FALSE,8333.333333333334,other,43
33075, 36 months,7.84,1034.02,A,A4,Senior Executive,10+ years,180000,Oct-18,FALSE,15000,other,50
28000, 60 months,11.06,609.63,B,B3,Controller ,10+ years,132000,Sep-18,FALSE,11000,other,57
8400, 36 months,7.84,262.61,A,A4,Clinical Program Manager ,10+ years,170000,Sep-18,FALSE,14166.666666666666,other,51
3000, 36 months,10.08,96.92,B,B1,other,,19344,Oct-18,FALSE,1612,other,18
30000, 60 months,13.56,691.23,C,C1,Supervisor,1 year,120000,Dec-18,FALSE,10000,other,59
9600, 36 months,16.14,338.18,C,C4,President ,2 years,42000,Nov-18,FALSE,3500,other,27
18000, 36 months,19.03,660.09,D,D3,Programmer Analyst,1 year,61992,Feb-18,FALSE,5166,other,34
10000, 36 months,10.08,323.05,B,B1,HVAC Mechanic ,3 years,98000,Oct-18,FALSE,8166.666666666667,other,36
15000, 36 months,7.34,465.5,A,A4,Assistant Principal,10+ years,122000,Mar-18,TRUE,10166.666666666666,other,36
10000, 36 months,6.07,304.54,A,A2,Vet technician 2 ,3 years,44000,Apr-18,FALSE,3666.6666666666665,other,29
34925, 60 months,12.62,787.88,C,C1,Senior Manager,10+ years,220000,Feb-18,FALSE,18333.333333333332,other,44
3600, 36 months,7.35,111.74,A,A4,CUSTOMER SERVICE,2 years,50000,Jan-18,FALSE,4166.666666666667,other,32
12000, 60 months,12.73,271.39,B,B5,Technician,5 years,75000,Jul-18,FALSE,6250,other,59
3500, 36 months,16.14,123.3,C,C4,other,,22000,Nov-18,FALSE,1833.3333333333333,other,21
3500, 36 months,16.01,123.07,C,C5,Registered Respiratory Therapist,1 year,40000,Mar-18,TRUE,3333.3333333333335,other,25
15000, 36 months,20.39,560.44,D,D4,Hairstylist,4 years,50000,Feb-18,FALSE,4166.666666666667,other,33
1200, 36 months,25.34,47.93,E,E3,Group Leader,10+ years,58000,Jul-18,TRUE,4833.333333333333,other,50
11400, 60 months,30.65,373.4,F,F4,Housekeeping,10+ years,40000,Jun-18,FALSE,3333.3333333333335,other,29
2500, 36 months,14.52,86.08,C,C3,Bakery,1 year,35000,May-18,FALSE,2916.6666666666665,other,25
10000, 36 months,15.02,346.76,C,C3,Customer Service Manager,10+ years,58044,Jul-18,FALSE,4837,other,38
5000, 36 months,5.31,150.56,A,A1,other,,30000,Jun-18,FALSE,2500,other,24
25000, 60 months,10.07,532.04,B,B2,Regional Director,5 years,355000,Jun-18,FALSE,29583.333333333332,other,34
1200, 36 months,10.41,38.96,B,B3,Medical receptionist,10+ years,25000,May-18,FALSE,2083.3333333333335,other,24
2000, 36 months,10.42,64.93,B,B3,Physical therapist ,10+ years,198000,Jan-18,TRUE,16500,other,41
16000, 36 months,23.4,622.7,E,E1,Student Support Specialist,< 1 year,53500,Dec-18,FALSE,4458.333333333333,other,34
10000, 36 months,10.47,324.89,B,B2,Teller,1 year,26000,Aug-18,FALSE,2166.6666666666665,other,21
40000, 60 months,6.67,785.84,A,A2,Senior Director of Operations,1 year,138000,Sep-18,FALSE,11500,other,46
8000, 36 months,7.34,248.27,A,A4,Family Medicine Resident ,2 years,51000,Mar-18,FALSE,4250,other,33
12000, 36 months,5.31,361.33,A,A1,IR Tech,< 1 year,56000,Jun-18,FALSE,4666.666666666667,other,39
25000, 36 months,11.06,819.18,B,B3,Manager,10+ years,75000,Jul-18,FALSE,6250,other,52
12000, 36 months,9.92,386.76,B,B2,Teacher,10+ years,76849,Mar-18,TRUE,6404.083333333333,other,45
10000, 36 months,10.9,326.92,B,B4,Construction inspector ,3 years,40000,Mar-18,FALSE,3333.3333333333335,other,26
26000, 60 months,25.81,775.54,E,E4,Police Officer,4 years,101000,May-18,FALSE,8416.666666666666,other,39
20000, 60 months,14.08,466.2,C,C3,SIA,10+ years,54000,Jan-18,TRUE,4500,other,31
40000, 36 months,9.93,1289.38,B,B2,Law Clerk,8 years,127255,Jan-18,FALSE,10604.583333333334,other,36
9000, 36 months,10.08,290.75,B,B1,Transportation Services Coordinator,4 years,67000,Aug-18,FALSE,5583.333333333333,other,58
33600, 60 months,20,890.2,D,D4,bookeeper,10+ years,83200,Jan-18,FALSE,6933.333333333333,other,57
12000, 36 months,6.11,365.67,A,A1,Certified Ophthalmic Assistant/Surgical ,10+ years,90000,Oct-18,FALSE,7500,other,50
18000, 60 months,9.44,377.51,B,B1,Assistant Store Manager ,3 years,65000,Jan-18,FALSE,5416.666666666667,other,44
6000, 36 months,8.19,188.55,A,A4,Sr. Business Analyst,2 years,87500,Dec-18,FALSE,7291.666666666667,other,60
15500, 36 months,21.85,590.75,D,D5,Business Manager,10+ years,91000,May-18,FALSE,7583.333333333333,other,42
9000, 36 months,15.02,312.08,C,C3,Retal,8 years,26000,Sep-18,FALSE,2166.6666666666665,other,21
20000, 36 months,19.42,737.38,D,D3,Driver,10+ years,45000,Apr-18,TRUE,3750,other,27
10000, 36 months,19.92,371.23,D,D3,other,3 years,20000,Oct-18,FALSE,1666.6666666666667,other,19
15000, 60 months,10.9,325.39,B,B4,AVP Lock Desk/Compliance,2 years,80000,Apr-18,TRUE,6666.666666666667,other,59
12000, 36 months,7.84,375.16,A,A4,Police Officer,7 years,90000,Sep-18,FALSE,7500,other,42
16000, 60 months,16.02,389.26,C,C5,Freight,10+ years,53000,Feb-18,FALSE,4416.666666666667,other,33
15000, 36 months,16.02,527.51,C,C5,Driver,8 years,110000,Feb-18,TRUE,9166.666666666666,other,58
7000, 36 months,8.46,220.85,A,A5,QA Engineer,10+ years,68568,Oct-18,FALSE,5714,other,50
20000, 36 months,18.06,723.66,D,D2,F Manager,7 years,120000,Mar-18,FALSE,10000,other,38
5000, 36 months,11.55,165,B,B4,other,,29000,Oct-18,FALSE,2416.6666666666665,other,22
12000, 36 months,14.08,410.6,C,C3,Financial Center Manager,2 years,95000,Jan-18,FALSE,7916.666666666667,other,55
18000, 36 months,11.55,594,B,B4,owner/ operator,10+ years,88000,Jul-18,FALSE,7333.333333333333,other,41
17000, 36 months,8.46,536.34,A,A5,Agent,10+ years,70000,Aug-18,FALSE,5833.333333333333,other,32
12000, 60 months,14.03,279.41,C,C2,Regional Manager,1 year,51000,May-18,FALSE,4250,other,32
24000, 36 months,14.07,821.08,C,C3,Driver,1 year,70000,Apr-18,TRUE,5833.333333333333,other,47
2500, 36 months,9.44,80.02,B,B1,Health Technician,10+ years,45000,Feb-18,FALSE,3750,other,28
8000, 36 months,6.07,243.63,A,A2,Court Reporter/Stenographer,9 years,60000,Mar-18,FALSE,5000,other,38
6000, 36 months,6.19,183.05,A,A2,Graphic Designer,4 years,105000,May-18,FALSE,8750,other,49
20000, 36 months,8.08,627.47,A,A5,RN,2 years,102000,Jun-18,FALSE,8500,other,52
20000, 60 months,14.08,466.2,C,C3,Sub Contractor ,3 years,70000,Feb-18,FALSE,5833.333333333333,other,58
3000, 36 months,19.92,111.37,D,D3,Customer Account Representative,6 years,85000,Sep-18,FALSE,7083.333333333333,other,57
16800, 60 months,17.97,426.34,D,D1,UM Coordinator,2 years,40000,Jul-18,FALSE,3333.3333333333335,other,25
2000, 36 months,19.42,73.74,D,D3,Collision advisor,3 years,35000,Jun-18,FALSE,2916.6666666666665,other,24
10000, 60 months,10.47,214.8,B,B2,Registered Nurse,4 years,65000,Oct-18,FALSE,5416.666666666667,other,42
23500, 60 months,10.08,500.24,B,B1,Sales,3 years,130000,Oct-18,FALSE,10833.333333333334,other,48
16000, 36 months,8.46,504.79,A,A5,Service ,5 years,46000,Oct-18,FALSE,3833.3333333333335,other,29
18000, 60 months,14.03,419.11,C,C2,7th Grade Teacher,2 years,42000,Jun-18,FALSE,3500,other,24
13600, 36 months,9.44,435.27,B,B1,Equipment Manager,5 years,45000,Feb-18,FALSE,3750,other,29
32000, 36 months,6.72,983.98,A,A3,Chief Operating Officer,2 years,112000,Jan-18,FALSE,9333.333333333334,other,35
2000, 36 months,9.43,64.01,B,B1,Administrative Assistant,1 year,39000,Mar-18,FALSE,3250,other,27
22500, 36 months,8.46,709.86,A,A5,Director ,6 years,205000,Aug-18,FALSE,17083.333333333332,other,35
19800, 60 months,11.98,440.24,B,B5,Administrative Assistant,2 years,40374,Mar-18,FALSE,3364.5,other,28
8000, 36 months,7.21,247.79,A,A3,Psych aide,10+ years,62000,Oct-18,FALSE,5166.666666666667,other,41
4000, 36 months,15.49,139.63,C,C4,Parts department associate,1 year,30000,Jun-18,FALSE,2500,other,23
29000, 60 months,17.97,735.94,D,D1,Physician,10+ years,221000,Dec-18,FALSE,18416.666666666668,other,48
14000, 36 months,10.08,452.27,B,B1,Complex Safety Manager,2 years,100000,Sep-18,FALSE,8333.333333333334,other,42
5000, 36 months,10.41,162.31,B,B3,office manager,10+ years,54000,Apr-18,FALSE,4500,other,30
40000, 60 months,7.35,798.67,A,A4,Mgr IT Application,10+ years,148650,Feb-18,FALSE,12387.5,other,49
18000, 36 months,11.98,597.69,B,B5,administrative assistant,10+ years,100000,Mar-18,FALSE,8333.333333333334,other,59
5000, 36 months,11.31,164.43,B,B3,Secretary/ Nursing assistant,8 years,35000,Dec-18,FALSE,2916.6666666666665,other,23
3000, 36 months,16.91,106.83,C,C5,Lab Associate,10+ years,42000,Dec-18,FALSE,3500,other,27
8000, 36 months,10.41,259.69,B,B3, President ,10+ years,150000,Apr-18,FALSE,12500,other,38
7000, 36 months,11.98,232.44,B,B5,Heavy equipment operator,10+ years,67000,Feb-18,FALSE,5583.333333333333,other,43
10000, 36 months,8.08,313.74,A,A5,Bus driver,2 years,30000,Jun-18,TRUE,2500,other,22
10000, 36 months,15.05,346.9,C,C4,HVAC Service Tech,4 years,50000,Jan-18,TRUE,4166.666666666667,other,35
5000, 36 months,5.32,150.58,A,A1,Busdriver,10+ years,72000,Feb-18,FALSE,6000,other,54
12000, 36 months,15.05,416.28,C,C4,city carrier,10+ years,101000,Feb-18,TRUE,8416.666666666666,other,55
40000, 60 months,19.92,1057.98,D,D3,Teacher ,5 years,52000,Sep-18,FALSE,4333.333333333333,other,33
5000, 36 months,16.01,175.81,C,C5,Technician,7 years,69576,Apr-18,FALSE,5798,other,38
30000, 60 months,23.88,860.96,E,E2,president,2 years,50000,Feb-18,TRUE,4166.666666666667,other,31
30000, 60 months,25.81,894.85,E,E4,Licensed Massage Therapist ,1 year,79000,Mar-18,TRUE,6583.333333333333,other,54
14000, 60 months,19.03,363.4,D,D3,Inventory Control Clerk,10+ years,40000,Jan-18,FALSE,3333.3333333333335,other,26
30000, 36 months,19.42,1106.07,D,D3,manager,3 years,57271,Apr-18,TRUE,4772.583333333333,other,38
10000, 36 months,12.61,335.07,C,C1,SPECIALIST,9 years,65700,Apr-18,FALSE,5475,other,53
10000, 36 months,14.03,341.93,C,C2,Registered Nurse (Travel Nurse),3 years,70080,Jun-18,FALSE,5840,other,42
40000, 60 months,19.92,1057.98,D,D3,HEAD CASHIER,10+ years,20000,Nov-18,FALSE,1666.6666666666667,other,21
10000, 60 months,13.58,230.52,C,C2,Care giver,5 years,34000,Mar-18,TRUE,2833.3333333333335,other,25
5000, 36 months,6.72,153.75,A,A3,other,< 1 year,42000,Feb-18,FALSE,3500,other,27
19000, 60 months,11.98,422.46,B,B5,Wet End Leader,10+ years,80000,Apr-18,FALSE,6666.666666666667,other,57
14000, 36 months,11.99,464.94,B,B5,SERVICE ADVISOR,10+ years,76000,Jan-18,TRUE,6333.333333333333,other,40
12000, 36 months,10.47,389.86,B,B2,other,,85000,Aug-18,FALSE,7083.333333333333,other,47
6000, 36 months,7.21,185.84,A,A3,other,,73000,Oct-18,FALSE,6083.333333333333,other,43
25000, 60 months,12.73,565.38,B,B5,Sales,5 years,175000,Aug-18,TRUE,14583.333333333334,other,60
13200, 36 months,6.19,402.71,A,A2,register nurse,10+ years,70000,May-18,FALSE,5833.333333333333,other,57
20000, 36 months,12.73,671.29,B,B5,Owner,10+ years,75000,Sep-18,FALSE,6250,other,40
13300, 36 months,10.9,434.8,B,B4,DRIVER,8 years,58000,Apr-18,TRUE,4833.333333333333,other,55
10000, 36 months,6.07,304.54,A,A2,Pipefitter,10+ years,180000,May-18,FALSE,15000,other,47
15000, 36 months,8.08,470.6,A,A5,Owner,7 years,60000,May-18,FALSE,5000,other,37
4000, 36 months,6.19,122.04,A,A2,Nurse Practitioner,2 years,150000,Jun-18,FALSE,12500,other,59
4500, 36 months,10.41,146.08,B,B3,Administrative Assistant,2 years,32000,Apr-18,FALSE,2666.6666666666665,other,22
4500, 36 months,10.42,146.1,B,B3,Contract Specialist,10+ years,55500,Jan-18,FALSE,4625,other,51
25000, 36 months,10.33,810.56,B,B1,Social Worker,< 1 year,70000,Dec-18,FALSE,5833.333333333333,other,52
4000, 36 months,11.98,132.82,B,B5,President/Owner,10+ years,22000,Apr-18,FALSE,1833.3333333333333,other,20
16800, 36 months,5.32,505.93,A,A1,Cover driver,9 years,60000,Jan-18,FALSE,5000,other,47
30000, 36 months,16.02,1055.01,C,C5,Consulting Engineer,4 years,300000,Feb-18,TRUE,25000,other,38
25000, 36 months,7.84,781.57,A,A4,merchandiser,4 years,30000,Aug-18,FALSE,2500,other,23
20000, 36 months,15.02,693.51,C,C3,Physical Therapist,< 1 year,99000,Sep-18,FALSE,8250,other,50
5000, 36 months,20.89,188.1,D,D4,Supervisor of Billing,1 year,48000,Aug-18,FALSE,4000,other,28
15000, 36 months,6.11,457.08,A,A1,Computer Systems Admin,3 years,110000,Jul-18,FALSE,9166.666666666666,other,45
25000, 60 months,18.45,640.98,D,D2,Owner,3 years,40000,Jun-18,FALSE,3333.3333333333335,other,26
16000, 36 months,6.46,490.1,A,A1,meat manager.,2 years,75000,Dec-18,FALSE,6250,other,37
10000, 36 months,6.83,308,A,A3,fleet mechanic,3 years,51000,Jun-18,FALSE,4250,other,33
12000, 60 months,15.05,285.8,C,C4,Paralegal,10+ years,57732,Jan-18,FALSE,4811,other,37
20000, 36 months,10.42,649.3,B,B3,Owner ,4 years,30000,Jan-18,TRUE,2500,other,23
40000, 60 months,11.55,880.71,B,B4,System Server Administrator,5 years,100000,Oct-18,FALSE,8333.333333333334,other,49
40000, 60 months,16.14,975.71,C,C4,Attorney,10+ years,108000,Nov-18,FALSE,9000,other,50
10000, 36 months,10.08,323.05,B,B1,Lead inspector ,7 years,50000,Jul-18,FALSE,4166.666666666667,other,32
30000, 36 months,16.91,1068.24,C,C5,other,,70000,Dec-18,FALSE,5833.333333333333,other,55
40000, 60 months,13.59,922.25,C,C2,Hospice Social Worker ,3 years,65000,Jan-18,FALSE,5416.666666666667,other,52
8000, 36 months,18.45,291.03,D,D2,E-4,4 years,38000,Apr-18,TRUE,3166.6666666666665,other,25
8000, 36 months,11.8,264.96,B,B4,Forklift operator ,4 years,33000,Nov-18,FALSE,2750,other,23
20000, 36 months,13.56,679.29,C,C1,Machine Operator ,10+ years,65000,Aug-18,FALSE,5416.666666666667,other,46
12000, 60 months,20.89,323.9,D,D4,Teacher,8 years,50005,Aug-18,FALSE,4167.083333333333,other,31
20000, 36 months,7.21,619.47,A,A3,Interior Designer,9 years,150000,Aug-18,FALSE,12500,other,58
8000, 36 months,7.46,248.71,A,A4,Asst. Director and kitchen,1 year,30000,May-18,TRUE,2500,other,23
10000, 36 months,11.31,328.86,B,B3,Ground Maintenance Manager,10+ years,65000,Dec-18,FALSE,5416.666666666667,other,54
10000, 36 months,22.35,383.72,D,D5,driver,10+ years,80000,Sep-18,FALSE,6666.666666666667,other,42
10000, 36 months,18.94,366.26,D,D2,cook,9 years,30000,Jul-18,FALSE,2500,other,22
13000, 60 months,28.72,410.44,F,F1,other,,41000,Jun-18,FALSE,3416.6666666666665,other,26
1200, 36 months,17.97,43.37,D,D1,other,< 1 year,30000,Sep-18,FALSE,2500,other,22
16000, 36 months,9.58,513.13,B,B1,server,1 year,75000,Jun-18,FALSE,6250,other,56
23800, 60 months,11.8,527.02,B,B4,Engineer,10+ years,55000,Dec-18,FALSE,4583.333333333333,other,53
13000, 36 months,11.8,430.55,B,B4,Computer Systems Analyst ,2 years,81000,Dec-18,FALSE,6750,other,46
24000, 36 months,9.92,773.52,B,B2,Real Estate Services Coordinator,7 years,117000,Mar-18,FALSE,9750,other,53
14000, 36 months,10.47,454.84,B,B2,other,,55200,Jul-18,TRUE,4600,other,37
40000, 60 months,9.44,838.91,B,B1,Client Srvives,10+ years,37000,Jan-18,TRUE,3083.3333333333335,other,23
7700, 36 months,26.77,313.41,E,E5,General manager ,7 years,50000,Mar-18,TRUE,4166.666666666667,other,33
10000, 36 months,11.55,330,B,B4,Assistant Professor,10+ years,67000,Jul-18,TRUE,5583.333333333333,other,57
12000, 36 months,11.98,398.46,B,B5,other,,8400,Mar-18,FALSE,700,other,19
25000, 36 months,6.67,768.17,A,A2,Accounting Supervisor,2 years,60000,Aug-18,FALSE,5000,other,55
4000, 36 months,10.72,130.43,B,B2,other,< 1 year,64000,Nov-18,FALSE,5333.333333333333,other,52
6600, 36 months,6.46,202.17,A,A1,other,,78000,Dec-18,FALSE,6500,other,46
9500, 36 months,9.93,306.23,B,B2,Waitress,8 years,35000,Feb-18,FALSE,2916.6666666666665,other,25
40000, 60 months,18.94,1036.31,D,D2,admin,10+ years,150000,Nov-18,FALSE,12500,other,44
29000, 36 months,6.67,891.07,A,A2,Sr. Trading Support Analyst ,6 years,109000,Aug-18,FALSE,9083.333333333334,other,40
24000, 36 months,10.42,779.16,B,B3,AR biller,1 year,36000,Jan-18,FALSE,3000,other,23
8000, 36 months,16.14,281.81,C,C4,MEMBERSHIP ASSISTANT,4 years,40000,Nov-18,FALSE,3333.3333333333335,other,26
7500, 36 months,23.87,293.74,E,E2,Science Teacher,2 years,60000,Mar-18,FALSE,5000,other,36
6500, 36 months,6.71,199.85,A,A3,Mechanic,< 1 year,29000,Apr-18,FALSE,2416.6666666666665,other,22
10000, 36 months,10.9,326.92,B,B4,Medical Assistant ,2 years,56000,Apr-18,FALSE,4666.666666666667,other,45
14000, 60 months,22.35,389.46,D,D5,Quality Control Tech,7 years,47000,Nov-18,FALSE,3916.6666666666665,other,28
30000, 60 months,18.94,777.23,D,D2,Account Claims Rep 2 ,1 year,60000,Jul-18,TRUE,5000,other,51
6000, 36 months,11.99,199.26,B,B5,technician,7 years,65000,Jan-18,FALSE,5416.666666666667,other,43
32000, 36 months,14.47,1101.01,C,C2,Senior Manager,3 years,120000,Aug-18,FALSE,10000,other,35
3850, 36 months,16.01,135.38,C,C5,FLEET MANAGER,4 years,70000,Mar-18,FALSE,5833.333333333333,other,41
8025, 36 months,25.81,322.53,E,E4,ASSISTANT BRANCH MANAGER,3 years,38900,May-18,FALSE,3241.6666666666665,other,25
10000, 36 months,15.04,346.85,C,C4,Loan Operations Manager,10+ years,55000,Apr-18,FALSE,4583.333333333333,other,59
28000, 36 months,5.31,843.09,A,A1,Owner,10+ years,71128,Apr-18,FALSE,5927.333333333333,other,36
10000, 36 months,18.94,366.26,D,D2,Maintenance Supervisor / AMS,9 years,105000,Jul-18,FALSE,8750,other,52
11000, 36 months,6.11,335.19,A,A1,Counselor ,10+ years,69000,Aug-18,FALSE,5750,other,58
8000, 36 months,25.81,321.52,E,E4,other,,1,Jun-18,TRUE,0.083333333,other,18
40000, 60 months,18.94,1036.31,D,D2,Project Manager,< 1 year,146000,Sep-18,FALSE,12166.666666666666,other,54
20000, 60 months,12.61,451.08,C,C1,Office Manager,10+ years,70000,May-18,FALSE,5833.333333333333,other,55
12600, 36 months,7.96,394.61,A,A5,Journeyman Lineman,10+ years,194000,Mar-18,FALSE,16166.666666666666,other,45
15000, 36 months,6.11,457.08,A,A1,Loan Officer,2 years,60000,Sep-18,FALSE,5000,other,43
10000, 36 months,6.07,304.54,A,A2,other,,115000,Mar-18,FALSE,9583.333333333334,other,47
20000, 36 months,11.98,664.1,B,B5,Chef,1 year,130000,Mar-18,TRUE,10833.333333333334,other,42
14000, 36 months,20.39,523.08,D,D4,Sales Associate,2 years,48000,Apr-18,FALSE,4000,other,30
8000, 36 months,19.42,294.95,D,D3,Crew manger ,7 years,65000,Apr-18,FALSE,5416.666666666667,other,53
40000, 36 months,9.92,1289.19,B,B2,Attorney,10+ years,150000,May-18,FALSE,12500,other,52
25175, 36 months,12.61,843.53,C,C1,Receptionist/ medical assistant,3 years,28000,Mar-18,TRUE,2333.3333333333335,other,22
15825, 36 months,17.47,567.92,D,D1,other,,22000,Mar-18,FALSE,1833.3333333333333,other,21
13000, 36 months,14.07,444.76,C,C3,Accountant,2 years,55000,Apr-18,FALSE,4583.333333333333,other,37
12000, 36 months,13.59,407.75,C,C2,Manager,5 years,29119,Jan-18,FALSE,2426.5833333333335,other,22
12000, 36 months,16.14,422.72,C,C4,Business Systems Analyst,10+ years,90112,Jul-18,FALSE,7509.333333333333,other,40
